date,lgdp100,core_pce_ann,real_rate
2011-10-01,975.397676673285,1.42728604149762,-1.758267368924541
2012-01-01,976.232770855164,2.51811164436799,-1.919019665411626
2012-04-01,976.678112481796,1.64984209716442,-1.696948386535679
2012-07-01,976.8220368582821,1.14960666270168,-1.540745392087405
2012-10-01,976.937610599857,1.76882338695014,-1.609242435224227
2013-01-01,977.919336526409,1.5592677351809,-1.386681174697372
2013-04-01,978.186615352922,1.12700533198987,-1.282893312574169
2013-07-01,979.0344050081719,1.56611176028008,-1.4207389411720568
2013-10-01,979.9023690319981,1.72439229286759,-1.406211863602182
2014-01-01,979.5566762170321,1.2672130511294,-1.3466884472106744
2014-04-01,980.840245239947,1.73870797659155,-1.4794691492535124
2014-07-01,982.0483100725261,1.49472268090033,-1.4649674690634187
2014-10-01,982.5527686740691,1.08699372549527,-1.2953588778299652
2015-01-01,983.449223461761,0.669583499179033,-1.135912147993486
2015-04-01,984.066718120015,1.77705851176589,-1.132002492150578
2015-07-01,984.466164331584,1.27952139621336,-1.064665472228999
2015-10-01,984.6504735042951,1.00065819595476,-1.0189103522522058
2016-01-01,985.228320156142,1.67182129329906,-1.067047034401277
2016-04-01,985.548929722409,2.18972587789473,-1.156235135601643
2016-07-01,986.255815641519,1.7243642415519,-1.243695770943083
2016-10-01,986.8085841701401,1.38314462495894,-1.2845316364471682
2017-01-01,987.294292903244,1.84162762549707,-1.0711143594651409
2017-04-01,987.8526040045421,1.34422527491346,-0.605955147846802
2017-07-01,988.6380355302271,1.20270495282593,-0.26669190683274
2017-10-01,989.758778307166,1.78172778759668,-0.3145894260334199
2018-01-01,990.568897762083,2.53736654015142,-0.23805256751642
2018-04-01,991.09831899246,2.14157022138349,-0.13992108313587015
2018-07-01,991.7200794749821,1.26622876769172,0.03710779812793996
2018-10-01,991.861623473301,1.86890105182159,0.32299350718487996
2019-01-01,992.4840007640279,1.60141690349737,0.7471462754651599
2019-04-01,993.3156785573169,1.6850942820547,0.85414845078289
2019-07-01,994.4788888154079,1.48015250470814,0.5879812570684899
2019-10-01,995.1584524122129,1.40913210744848,0.13717342777453
2020-01-01,993.833390441417,1.78828798560415,-0.3122162868012801
2020-04-01,985.62906983739,-0.74548981132569,-0.9222803906910733
2020-07-01,993.1048194736351,2.95609491394831,-1.2572952343198809
2020-10-01,994.231958439339,1.8047072285972,-1.3596085478971887
2021-01-01,995.6181230928131,3.40737960613626,-1.774529059466447
2021-04-01,997.305694446989,5.63793612263284,-3.380643618599198
2021-07-01,998.1273623611809,4.70756230166741,-3.797994477742327
2021-10-01,999.828564670153,5.18127751678203,-4.652394961932067
2022-01-01,999.573440878857,5.94844772965724,-5.245711907913395
2022-04-01,999.729865473942,4.74589979870538,-4.362055441742662
2022-07-01,1000.4491718064701,4.9962983467605,-2.976967318601
2022-10-01,1001.1370409414999,4.62725568028994,-1.3075890571884101
2023-01-01,1001.8582846114301,4.60810837245975,-0.06070628333049921
2023-04-01,1002.48419366623,3.89307854039668,0.65874058516314
2023-07-01,1003.6311964058401,2.32918249281711,1.6121942788750503
2023-10-01,1004.4717113084901,2.12562602571243,2.3132904815328303
2024-01-01,1004.6813527499501,3.92129078713433,2.4849948778641804
2024-04-01,1005.56294160422,2.83590590956258,2.74928803557271
2024-07-01,1006.38433691913,2.3165007910071,2.6826972539331098
2024-10-01,1006.84315741196,2.69280332257374,1.8856582884374595
2025-01-01,1006.68050880632,3.20583672744636,1.72489377760613
2025-04-01,1007.6220619671201,2.58168945764516,1.78844789058549
2025-07-01,1008.69265680738,2.82737580905863,1.6227407813736905
2025-10-01,1008.81292906266,2.63319592690594,1.2178127967412995
2026-01-01,1009.21496323295,4.25195723885246,0.6857539251336702
